toxicity,cap_shape,cap_surface,cap_color,bruises,gill_attach,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above,stalk_surface_below,stalk_color_above,stalk_color_below,veil_color,ring_number,ring_type,spore_print_color,population,habitat
edible,flat,fibrous,gray,no,free,close,broad,chocolate,enlarging,bulbous,smooth,smooth,brown,brown,white,one,large,chocolate,solitary,paths
poison,convex,scaly,gray,no,free,close,broad,gray,enlarging,bulbous,smooth,smooth,brown,pink,white,one,large,chocolate,several,paths
poison,flat,fibrous,yellow,no,free,close,broad,chocolate,enlarging,bulbous,smooth,smooth,buff,buff,white,one,large,chocolate,solitary,grasses
poison,convex,fibrous,yellow,no,free,close,broad,pink,enlarging,bulbous,smooth,smooth,brown,pink,white,one,large,chocolate,solitary,grasses
edible,convex,scaly,purple,no,free,close,narrow,chocolate,enlarging,missing,smooth,fibrous,white,white,white,one,flaring,chocolate,several,woods
edible,flat,scaly,buff,yes,free,close,broad,red,enlarging,missing,smooth,smooth,red,red,white,two,evanescent,white,clustered,waste
poison,flat,scaly,yellow,no,free,close,broad,chocolate,enlarging,bulbous,smooth,smooth,buff,pink,white,one,large,chocolate,solitary,woods
poison,convex,scaly,yellow,no,free,close,broad,gray,enlarging,bulbous,smooth,smooth,brown,pink,white,one,large,chocolate,solitary,paths
poison,convex,scaly,gray,no,free,close,broad,gray,enlarging,bulbous,smooth,smooth,pink,buff,white,one,large,chocolate,several,grasses
poison,flat,fibrous,gray,no,free,close,broad,pink,enlarging,bulbous,smooth,smooth,pink,brown,white,one,large,chocolate,solitary,woods
poison,flat,scaly,gray,no,free,close,broad,chocolate,enlarging,bulbous,smooth,smooth,brown,brown,white,one,large,chocolate,several,grasses
poison,flat,fibrous,gray,no,free,close,broad,chocolate,enlarging,bulbous,smooth,smooth,buff,buff,white,one,large,chocolate,solitary,grasses
poison,flat,scaly,gray,no,free,close,broad,pink,enlarging,bulbous,smooth,smooth,brown,brown,white,one,large,chocolate,several,grasses
poison,convex,fibrous,yellow,no,free,close,broad,gray,enlarging,bulbous,smooth,smooth,pink,brown,white,one,large,chocolate,solitary,grasses
poison,flat,fibrous,yellow,no,free,close,broad,chocolate,enlarging,bulbous,smooth,smooth,pink,pink,white,one,large,chocolate,several,woods
poison,flat,fibrous,gray,no,free,close,broad,pink,enlarging,bulbous,smooth,smooth,pink,pink,white,one,large,chocolate,several,woods
poison,flat,scaly,yellow,no,free,close,broad,chocolate,enlarging,bulbous,smooth,smooth,brown,buff,white,one,large,chocolate,several,grasses
poison,flat,scaly,yellow,no,free,close,broad,chocolate,enlarging,bulbous,smooth,smooth,brown,pink,white,one,large,chocolate,solitary,grasses
poison,flat,fibrous,gray,no,free,close,broad,chocolate,enlarging,bulbous,smooth,smooth,brown,pink,white,one,large,chocolate,several,grasses
poison,flat,smooth,buff,yes,free,close,broad,white,tapering,bulbous,smooth,fibrous,white,white,white,one,pendant,chocolate,several,grasses
poison,flat,smooth,white,yes,free,close,broad,gray,enlarging,bulbous,smooth,smooth,white,white,white,two,pendant,green,several,meadows
poison,convex,scaly,yellow,no,free,close,broad,pink,enlarging,bulbous,smooth,smooth,pink,brown,white,one,large,chocolate,solitary,paths
poison,flat,fibrous,yellow,no,free,close,broad,pink,enlarging,bulbous,smooth,smooth,buff,buff,white,one,large,chocolate,several,paths
poison,flat,scaly,gray,no,free,close,broad,gray,enlarging,bulbous,smooth,smooth,pink,pink,white,one,large,chocolate,several,grasses
poison,convex,scaly,yellow,no,free,close,broad,chocolate,enlarging,bulbous,smooth,smooth,brown,pink,white,one,large,chocolate,several,woods
poison,convex,fibrous,yellow,no,free,close,broad,gray,enlarging,bulbous,smooth,smooth,pink,brown,white,one,large,chocolate,several,paths
poison,convex,fibrous,yellow,no,free,close,broad,gray,enlarging,bulbous,smooth,smooth,pink,buff,white,one,large,chocolate,solitary,woods
edible,flat,fibrous,gray,yes,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,gray,white,one,pendant,brown,several,woods
edible,convex,scaly,purple,no,free,close,narrow,purple,enlarging,missing,smooth,fibrous,white,white,white,one,flaring,chocolate,several,woods
poison,convex,scaly,gray,no,free,close,broad,chocolate,enlarging,bulbous,smooth,smooth,pink,pink,white,one,large,chocolate,solitary,woods
poison,flat,fibrous,yellow,no,free,close,broad,pink,enlarging,bulbous,smooth,smooth,brown,buff,white,one,large,chocolate,several,grasses
poison,convex,scaly,yellow,no,free,close,broad,pink,enlarging,bulbous,smooth,smooth,brown,buff,white,one,large,chocolate,several,woods
poison,flat,scaly,gray,no,free,close,broad,pink,enlarging,bulbous,smooth,smooth,brown,pink,white,one,large,chocolate,several,woods
poison,convex,scaly,yellow,no,free,close,broad,chocolate,enlarging,bulbous,smooth,smooth,brown,pink,white,one,large,chocolate,solitary,paths
poison,convex,fibrous,yellow,no,free,close,broad,pink,enlarging,bulbous,smooth,smooth,buff,pink,white,one,large,chocolate,several,woods
poison,convex,scaly,yellow,no,free,close,broad,gray,enlarging,bulbous,smooth,smooth,buff,brown,white,one,large,chocolate,solitary,paths
poison,flat,fibrous,yellow,no,free,close,broad,chocolate,enlarging,bulbous,smooth,smooth,brown,brown,white,one,large,chocolate,several,grasses
poison,convex,scaly,gray,no,free,close,broad,gray,enlarging,bulbous,smooth,smooth,pink,brown,white,one,large,chocolate,solitary,paths
poison,flat,scaly,gray,no,free,close,broad,pink,enlarging,bulbous,smooth,smooth,brown,brown,white,one,large,chocolate,solitary,grasses
poison,flat,scaly,gray,no,free,close,broad,gray,enlarging,bulbous,smooth,smooth,pink,brown,white,one,large,chocolate,several,paths
poison,convex,fibrous,yellow,no,free,close,broad,gray,enlarging,bulbous,smooth,smooth,pink,pink,white,one,large,chocolate,solitary,paths
edible,flat,fibrous,red,yes,free,close,broad,white,tapering,bulbous,smooth,smooth,white,gray,white,one,pendant,brown,several,woods
poison,convex,scaly,yellow,no,free,close,broad,chocolate,enlarging,bulbous,smooth,smooth,pink,pink,white,one,large,chocolate,solitary,woods
poison,flat,fibrous,gray,no,free,close,broad,gray,enlarging,bulbous,smooth,smooth,brown,buff,white,one,large,chocolate,several,woods
poison,convex,scaly,gray,no,free,close,broad,gray,enlarging,bulbous,smooth,smooth,buff,brown,white,one,large,chocolate,solitary,paths
poison,flat,scaly,gray,no,free,close,broad,gray,enlarging,bulbous,smooth,smooth,buff,pink,white,one,large,chocolate,several,paths
poison,flat,fibrous,gray,no,free,close,broad,pink,enlarging,bulbous,smooth,smooth,buff,brown,white,one,large,chocolate,solitary,paths
poison,flat,fibrous,gray,no,free,close,broad,pink,enlarging,bulbous,smooth,smooth,brown,buff,white,one,large,chocolate,solitary,woods
poison,flat,fibrous,gray,no,free,close,broad,pink,enlarging,bulbous,smooth,smooth,brown,pink,white,one,large,chocolate,several,grasses
poison,flat,scaly,gray,no,free,close,broad,chocolate,enlarging,bulbous,smooth,smooth,pink,brown,white,one,large,chocolate,solitary,woods
poison,flat,fibrous,yellow,no,free,close,broad,chocolate,enlarging,bulbous,smooth,smooth,pink,buff,white,one,large,chocolate,several,woods
poison,convex,fibrous,yellow,no,free,close,broad,chocolate,enlarging,bulbous,smooth,smooth,pink,pink,white,one,large,chocolate,solitary,woods
poison,convex,scaly,gray,no,free,close,broad,pink,enlarging,bulbous,smooth,smooth,brown,brown,white,one,large,chocolate,several,paths
poison,convex,scaly,gray,no,free,close,broad,pink,enlarging,bulbous,smooth,smooth,buff,brown,white,one,large,chocolate,solitary,paths
poison,convex,fibrous,white,no,free,close,narrow,gray,enlarging,bulbous,smooth,smooth,white,white,white,one,pendant,brown,several,woods
poison,flat,fibrous,gray,no,free,close,broad,pink,enlarging,bulbous,smooth,smooth,buff,pink,white,one,large,chocolate,solitary,woods
poison,convex,fibrous,yellow,no,free,close,broad,chocolate,enlarging,bulbous,smooth,smooth,pink,pink,white,one,large,chocolate,several,paths
poison,flat,scaly,gray,no,free,close,broad,pink,enlarging,bulbous,smooth,smooth,pink,pink,white,one,large,chocolate,several,woods
poison,convex,fibrous,yellow,no,free,close,broad,pink,enlarging,bulbous,smooth,smooth,pink,brown,white,one,large,chocolate,several,grasses
poison,flat,scaly,gray,no,free,close,broad,chocolate,enlarging,bulbous,smooth,smooth,pink,brown,white,one,large,chocolate,several,woods
poison,flat,scaly,gray,no,free,close,broad,gray,enlarging,bulbous,smooth,smooth,brown,buff,white,one,large,chocolate,several,woods
poison,flat,fibrous,yellow,no,free,close,broad,gray,enlarging,bulbous,smooth,smooth,buff,brown,white,one,large,chocolate,solitary,paths
poison,convex,scaly,gray,no,free,close,broad,gray,enlarging,bulbous,smooth,smooth,buff,pink,white,one,large,chocolate,several,grasses
poison,flat,scaly,yellow,no,free,close,broad,pink,enlarging,bulbous,smooth,smooth,brown,buff,white,one,large,chocolate,several,grasses
poison,flat,fibrous,yellow,no,free,close,broad,chocolate,enlarging,bulbous,smooth,smooth,brown,pink,white,one,large,chocolate,solitary,paths
poison,convex,fibrous,yellow,no,free,close,broad,chocolate,enlarging,bulbous,smooth,smooth,buff,pink,white,one,large,chocolate,several,woods
poison,flat,fibrous,yellow,no,free,close,broad,gray,enlarging,bulbous,smooth,smooth,brown,buff,white,one,large,chocolate,several,grasses
poison,convex,scaly,yellow,no,free,close,broad,pink,enlarging,bulbous,smooth,smooth,buff,brown,white,one,large,chocolate,solitary,paths
poison,flat,fibrous,yellow,no,free,close,broad,gray,enlarging,bulbous,smooth,smooth,buff,buff,white,one,large,chocolate,solitary,woods
poison,convex,fibrous,yellow,no,free,close,broad,pink,enlarging,bulbous,smooth,smooth,buff,buff,white,one,large,chocolate,several,grasses
poison,flat,scaly,gray,no,free,close,broad,chocolate,enlarging,bulbous,smooth,smooth,brown,brown,white,one,large,chocolate,solitary,woods
poison,flat,fibrous,gray,no,free,close,broad,pink,enlarging,bulbous,smooth,smooth,pink,buff,white,one,large,chocolate,solitary,woods
poison,flat,fibrous,yellow,no,free,close,broad,gray,enlarging,bulbous,smooth,smooth,pink,brown,white,one,large,chocolate,several,grasses
poison,flat,fibrous,gray,no,free,close,broad,pink,enlarging,bulbous,smooth,smooth,buff,buff,white,one,large,chocolate,several,woods
poison,flat,fibrous,gray,no,free,close,broad,chocolate,enlarging,bulbous,smooth,smooth,pink,brown,white,one,large,chocolate,solitary,grasses
poison,flat,fibrous,yellow,no,free,close,broad,gray,enlarging,bulbous,smooth,smooth,pink,brown,white,one,large,chocolate,several,woods
poison,convex,scaly,yellow,no,free,close,broad,gray,enlarging,bulbous,smooth,smooth,pink,pink,white,one,large,chocolate,solitary,woods
poison,convex,scaly,yellow,no,free,close,broad,pink,enlarging,bulbous,smooth,smooth,buff,pink,white,one,large,chocolate,several,woods
poison,flat,fibrous,yellow,no,free,close,broad,chocolate,enlarging,bulbous,smooth,smooth,brown,brown,white,one,large,chocolate,solitary,woods
poison,convex,scaly,yellow,no,free,close,broad,chocolate,enlarging,bulbous,smooth,smooth,buff,buff,white,one,large,chocolate,several,woods
poison,convex,scaly,yellow,no,free,close,broad,gray,enlarging,bulbous,smooth,smooth,buff,pink,white,one,large,chocolate,several,grasses
poison,convex,scaly,brown,no,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,white,one,evanescent,white,several,woods
edible,flat,scaly,buff,yes,free,close,broad,white,enlarging,missing,smooth,smooth,white,white,white,two,evanescent,white,clustered,waste
poison,convex,fibrous,yellow,no,free,close,broad,chocolate,enlarging,bulbous,smooth,smooth,buff,pink,white,one,large,chocolate,several,grasses
poison,convex,scaly,yellow,no,free,close,broad,chocolate,enlarging,bulbous,smooth,smooth,buff,buff,white,one,large,chocolate,solitary,woods
poison,flat,scaly,gray,no,free,close,broad,pink,enlarging,bulbous,smooth,smooth,brown,buff,white,one,large,chocolate,solitary,woods
poison,convex,scaly,yellow,no,free,close,broad,pink,enlarging,bulbous,smooth,smooth,brown,pink,white,one,large,chocolate,solitary,woods
poison,flat,scaly,gray,no,free,close,broad,pink,enlarging,bulbous,smooth,smooth,pink,buff,white,one,large,chocolate,several,paths
poison,flat,scaly,gray,no,free,close,broad,pink,enlarging,bulbous,smooth,smooth,pink,buff,white,one,large,chocolate,solitary,woods
poison,flat,fibrous,gray,no,free,close,broad,pink,enlarging,bulbous,smooth,smooth,pink,buff,white,one,large,chocolate,several,paths
poison,convex,fibrous,yellow,no,free,close,broad,pink,enlarging,bulbous,smooth,smooth,pink,brown,white,one,large,chocolate,several,paths
poison,flat,fibrous,yellow,no,free,close,broad,pink,enlarging,bulbous,smooth,smooth,buff,brown,white,one,large,chocolate,solitary,grasses
poison,flat,fibrous,yellow,no,free,close,broad,gray,enlarging,bulbous,smooth,smooth,pink,pink,white,one,large,chocolate,solitary,woods
poison,flat,scaly,gray,no,free,close,broad,chocolate,enlarging,bulbous,smooth,smooth,pink,buff,white,one,large,chocolate,several,paths
poison,flat,scaly,gray,no,free,close,broad,chocolate,enlarging,bulbous,smooth,smooth,brown,buff,white,one,large,chocolate,solitary,grasses
poison,flat,fibrous,gray,no,free,close,broad,gray,enlarging,bulbous,smooth,smooth,brown,buff,white,one,large,chocolate,solitary,grasses
poison,flat,scaly,gray,no,free,close,broad,gray,enlarging,bulbous,smooth,smooth,buff,brown,white,one,large,chocolate,several,woods
poison,flat,fibrous,gray,no,free,close,broad,chocolate,enlarging,bulbous,smooth,smooth,pink,buff,white,one,large,chocolate,several,woods
poison,flat,scaly,gray,no,free,close,broad,gray,enlarging,bulbous,smooth,smooth,pink,buff,white,one,large,chocolate,several,paths
poison,convex,fibrous,gray,no,free,close,narrow,purple,enlarging,bulbous,smooth,smooth,white,white,white,one,pendant,black,scattered,woods
poison,flat,smooth,buff,yes,free,close,broad,white,tapering,bulbous,fibrous,fibrous,white,white,white,one,pendant,chocolate,several,grasses
edible,flat,fibrous,red,yes,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,white,white,one,pendant,black,several,woods
poison,convex,scaly,yellow,no,free,close,broad,gray,enlarging,bulbous,smooth,smooth,pink,brown,white,one,large,chocolate,several,paths
poison,convex,scaly,gray,no,free,close,broad,pink,enlarging,bulbous,smooth,smooth,pink,brown,white,one,large,chocolate,solitary,woods
poison,flat,scaly,gray,no,free,close,broad,gray,enlarging,bulbous,smooth,smooth,brown,buff,white,one,large,chocolate,several,grasses
edible,flat,fibrous,gray,yes,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,white,white,one,pendant,black,several,woods
poison,convex,scaly,yellow,no,free,close,broad,pink,enlarging,bulbous,smooth,smooth,buff,pink,white,one,large,chocolate,solitary,woods
poison,convex,scaly,yellow,no,free,close,broad,pink,enlarging,bulbous,smooth,smooth,pink,buff,white,one,large,chocolate,several,paths
poison,flat,fibrous,yellow,no,free,close,broad,pink,enlarging,bulbous,smooth,smooth,brown,pink,white,one,large,chocolate,solitary,paths
poison,convex,fibrous,yellow,no,free,close,broad,chocolate,enlarging,bulbous,smooth,smooth,buff,pink,white,one,large,chocolate,several,paths
poison,convex,fibrous,yellow,no,free,close,broad,chocolate,enlarging,bulbous,smooth,smooth,buff,buff,white,one,large,chocolate,solitary,woods
poison,convex,scaly,gray,no,free,close,broad,chocolate,enlarging,bulbous,smooth,smooth,brown,pink,white,one,large,chocolate,several,grasses
poison,flat,smooth,white,yes,free,close,broad,white,tapering,bulbous,smooth,fibrous,white,white,white,one,pendant,chocolate,scattered,urban
poison,convex,scaly,gray,no,free,close,broad,pink,enlarging,bulbous,smooth,smooth,pink,brown,white,one,large,chocolate,several,woods
poison,convex,fibrous,yellow,no,free,close,broad,gray,enlarging,bulbous,smooth,smooth,buff,brown,white,one,large,chocolate,several,grasses
poison,flat,scaly,gray,no,free,close,broad,gray,enlarging,bulbous,smooth,smooth,pink,pink,white,one,large,chocolate,solitary,paths
poison,convex,scaly,gray,no,free,close,broad,pink,enlarging,bulbous,smooth,smooth,pink,pink,white,one,large,chocolate,several,paths
poison,convex,fibrous,yellow,no,free,close,broad,pink,enlarging,bulbous,smooth,smooth,brown,buff,white,one,large,chocolate,several,woods
edible,flat,scaly,purple,no,free,close,narrow,chocolate,enlarging,missing,smooth,fibrous,white,white,white,one,flaring,chocolate,several,woods
poison,flat,fibrous,yellow,no,free,close,broad,chocolate,enlarging,bulbous,smooth,smooth,buff,buff,white,one,large,chocolate,solitary,woods
poison,flat,scaly,gray,no,free,close,broad,pink,enlarging,bulbous,smooth,smooth,buff,buff,white,one,large,chocolate,several,grasses
poison,convex,scaly,yellow,no,free,close,broad,chocolate,enlarging,bulbous,smooth,smooth,buff,pink,white,one,large,chocolate,solitary,grasses
poison,flat,fibrous,gray,no,free,close,broad,gray,enlarging,bulbous,smooth,smooth,buff,brown,white,one,large,chocolate,solitary,grasses
edible,flat,scaly,brown,yes,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,pink,white,one,pendant,brown,solitary,woods
poison,convex,fibrous,yellow,no,free,close,broad,chocolate,enlarging,bulbous,smooth,smooth,pink,brown,white,one,large,chocolate,several,paths
